date,code,g,F1,F2,limit,p1430,p1445,p1500,pc,pass
2024-09-06,603626,0.09991671509151079,False,True,False,13.21,13.21,13.21,12.010000228881836,False
2024-09-06,300941,0.03025111463404495,False,True,False,18.05,18.06,17.85,17.520000457763672,False
2024-09-06,605218,0.10020285678272156,False,True,True,27.12,27.12,27.12,24.649999618530273,False
2024-09-09,000062,-0.09987964652858417,False,True,False,37.4,37.4,37.4,41.54999923706055,False
2024-09-09,603626,-0.09613929102797503,False,False,False,11.94,11.89,11.89,13.210000038146973,False
2024-09-09,002520,0.09576430720081208,False,True,False,5.95,5.97,5.97,5.429999828338623,False
2024-09-09,600550,0.09966777757051459,False,True,False,6.62,6.62,6.62,6.019999980926514,False
2024-09-09,000908,0.0065502351077924015,False,True,False,4.61,4.77,4.81,4.579999923706055,False
2024-09-10,300030,0.19958844441104184,False,True,False,5.83,5.83,5.83,4.860000133514404,False
2024-09-10,000062,-0.09973265705077394,False,True,False,33.67,33.66,33.66,37.400001525878906,False
2024-09-10,600550,-0.05135950021702573,False,True,False,6.28,6.6,6.4,6.619999885559082,False
2024-09-10,600838,0.09999998479649652,False,True,True,7.59,7.59,7.59,6.900000095367432,False
2024-09-10,600148,0.034782621897600174,False,False,False,15.47,15.2,14.96,14.949999809265137,False
2024-09-11,000062,0.012180634416117275,True,False,False,34.07,33.99,34.28,33.65999984741211,False
2024-09-11,300746,0.20030346234419216,False,True,True,7.91,7.91,7.91,6.590000152587891,False
2024-09-11,000566,0.10049021665704427,False,True,True,4.49,4.49,4.49,4.079999923706055,False
2024-09-11,600662,0.07534243765680926,False,False,False,4.71,4.68,4.7,4.380000114440918,False
2024-09-11,300068,0.183692587599946,False,False,False,12.63,12.58,12.56,10.670000076293945,False
2024-09-12,000062,-0.03179693168353237,False,True,False,33.19,33.15,32.75,34.279998779296875,False
